Date,Conf Time,Entry Time,Instrument,Conf Type,Direction,Session,Entry Method,Status,Entry,Stop,Target,Exit,entry_dt,narrative,confluences,prior_session,probabilities,session_status,sequence_notes,daycycle_notes,m7_metrics,level_breaks
02/26/2018,,9:35,ES,No Conf,Long,RDR,M7 Candle,BE,2760.0,2758.25,2774.25,2760.0,2018-02-26 09:35:00-05:00,"IF prior TR session, prior session closed up, prior session low printed early, prior session high printed early AND confluence light; recent sessions: AR true=True break_dir= box=down, OR true=False break_dir= box=up, RR true=True break_dir= box=down; level breaks: AS high broken 02:35; first=high, OS high broken 09:35; first=high, AR high broken 22:10; first=high, OR high broken 04:00; first=high, RR high broken 11:00; low broken 10:30; first=low; probs: confirm_long=0.69, seq_intraday_high_holds=0.63, seq_asia_high_holds=0.50, first_break_true=0.90, wddrb_model=UG(0.69); seq_asia top: asia_high_holds=0.50, asia_low_holds=0.50; seq_intraday top: day_high_in_RS=0.76, day_low_in_OS=0.52; seq_intraday holds: high_holds=0.63, low_holds=0.62, hi_pct_pctile=0.38, lo_pct_pctile=0.61; daycycle: daycycle hi_hold_24h=0.22, lo_hold_24h=0.35, cycle_pair_24h=0.02, pair_hi_hold=0.22, pair_lo_hold=0.35, hi_pct_pctile=0.89, lo_pct_pctile=0.67; m7/max: m7_ret_sd=0.50, m7_time=0.50, max_ext_sd=0.50, max_ext_time=0.50, max_ret_sd=0.50, max_ret_time=0.50; THEN LONG via M7 Candle at 2760.0, stop 2758.25, target 2774.25.",confluence light,prior TR session; prior session closed up; prior session low printed early; prior session high printed early,confirm_long=0.69; seq_intraday_high_holds=0.63; seq_asia_high_holds=0.50; first_break_true=0.90; wddrb_model=UG(0.69),AR true=True break_dir= box=down; OR true=False break_dir= box=up; RR true=True break_dir= box=down,"seq_asia top: asia_high_holds=0.50, asia_low_holds=0.50; seq_intraday top: day_high_in_RS=0.76, day_low_in_OS=0.52; seq_intraday holds: high_holds=0.63, low_holds=0.62, hi_pct_pctile=0.38, lo_pct_pctile=0.61",daycycle hi_hold_24h=0.22; lo_hold_24h=0.35; cycle_pair_24h=0.02; pair_hi_hold=0.22; pair_lo_hold=0.35; hi_pct_pctile=0.89; lo_pct_pctile=0.67,m7_ret_sd=0.50; m7_time=0.50; max_ext_sd=0.50; max_ext_time=0.50; max_ret_sd=0.50; max_ret_time=0.50,AS high broken 02:35; first=high; OS high broken 09:35; first=high; AR high broken 22:10; first=high; OR high broken 04:00; first=high; RR high broken 11:00; low broken 10:30; first=low
02/23/2018,11:00,11:15,ES,Confirmed,Long,RDR,Missed,W,2719.75,2717.75,2743.5,2743.5,2018-02-23 11:15:00-05:00,"IF prior RR session, prior session closed down, prior session high printed early AND near weekly cluster, weekly rejection support, perfect rejection near entry; recent sessions: AR true=True break_dir= box=up, OR true=False break_dir= box=down, RR true=True break_dir= box=down; level breaks: AS low broken 05:25; first=low, OS high broken 11:00; low broken 10:15; first=low, AR high broken 21:25; first=high, OR high broken 07:10; low broken 05:25; first=low, RR high broken 11:00; low broken 10:30; first=low; probs: confirm_long=0.78, seq_intraday_high_holds=0.51, seq_asia_high_holds=0.50, first_break_true=0.75; seq_asia top: asia_high_holds=0.50, asia_low_holds=0.50; seq_intraday top: day_high_in_RS=1.00, day_low_in_RS=1.00; seq_intraday holds: high_holds=0.51, low_holds=0.49, hi_pct_pctile=0.80, lo_pct_pctile=0.93; daycycle: daycycle hi_hold_24h=0.55, lo_hold_24h=0.72, cycle_pair_24h=0.04, pair_hi_hold=0.55, pair_lo_hold=0.72, hi_pct_pctile=0.56, lo_pct_pctile=0.85; m7/max: m7_ret_sd=0.30, m7_time=0.44, max_ext_sd=0.07, max_ext_time=0.11, max_ret_sd=0.63, max_ret_time=0.19; THEN LONG via Missed at 2719.75, stop 2717.75, target 2743.5.",near weekly cluster; weekly rejection support; perfect rejection near entry,prior RR session; prior session closed down; prior session high printed early,confirm_long=0.78; seq_intraday_high_holds=0.51; seq_asia_high_holds=0.50; first_break_true=0.75,AR true=True break_dir= box=up; OR true=False break_dir= box=down; RR true=True break_dir= box=down,"seq_asia top: asia_high_holds=0.50, asia_low_holds=0.50; seq_intraday top: day_high_in_RS=1.00, day_low_in_RS=1.00; seq_intraday holds: high_holds=0.51, low_holds=0.49, hi_pct_pctile=0.80, lo_pct_pctile=0.93",daycycle hi_hold_24h=0.55; lo_hold_24h=0.72; cycle_pair_24h=0.04; pair_hi_hold=0.55; pair_lo_hold=0.72; hi_pct_pctile=0.56; lo_pct_pctile=0.85,m7_ret_sd=0.30; m7_time=0.44; max_ext_sd=0.07; max_ext_time=0.11; max_ret_sd=0.63; max_ret_time=0.19,AS low broken 05:25; first=low; OS high broken 11:00; low broken 10:15; first=low; AR high broken 21:25; first=high; OR high broken 07:10; low broken 05:25; first=low; RR high broken 11:00; low broken 10:30; first=low
02/22/2018,,9:45,ES,No Conf,Short,RDR,Advanced,BE,2717.75,2721.75,2682.25,2717.75,2018-02-22 09:45:00-05:00,"IF prior TR session, prior session closed up, prior session low printed early AND weekly rejection resistance, perfect rejection near entry; recent sessions: AR true=True break_dir= box=down, OR true=False break_dir= box=down, RR true=True break_dir= box=up; level breaks: AS high broken 02:00; first=high, OS high broken 08:50; first=high, AR high broken 03:30; first=high, OR high broken 05:00; low broken 04:00; first=low, RR high broken 10:35; low broken 15:10; first=high; probs: confirm_short=0.41, seq_intraday_low_holds=0.63, seq_asia_low_holds=0.50, first_break_true=0.90; seq_asia top: asia_high_holds=0.50, asia_low_holds=0.50; seq_intraday top: day_high_in_RS=0.78, day_low_in_OS=0.68; seq_intraday holds: high_holds=0.28, low_holds=0.63, hi_pct_pctile=1.00, lo_pct_pctile=0.77; daycycle: daycycle hi_hold_24h=0.36, lo_hold_24h=0.38, cycle_pair_24h=0.03, pair_hi_hold=0.36, pair_lo_hold=0.38, hi_pct_pctile=0.73, lo_pct_pctile=0.66; m7/max: m7_ret_sd=0.50, m7_time=0.50, max_ext_sd=0.50, max_ext_time=0.50, max_ret_sd=0.50, max_ret_time=0.50; THEN SHORT via Advanced at 2717.75, stop 2721.75, target 2682.25.",weekly rejection resistance; perfect rejection near entry,prior TR session; prior session closed up; prior session low printed early,confirm_short=0.41; seq_intraday_low_holds=0.63; seq_asia_low_holds=0.50; first_break_true=0.90,AR true=True break_dir= box=down; OR true=False break_dir= box=down; RR true=True break_dir= box=up,"seq_asia top: asia_high_holds=0.50, asia_low_holds=0.50; seq_intraday top: day_high_in_RS=0.78, day_low_in_OS=0.68; seq_intraday holds: high_holds=0.28, low_holds=0.63, hi_pct_pctile=1.00, lo_pct_pctile=0.77",daycycle hi_hold_24h=0.36; lo_hold_24h=0.38; cycle_pair_24h=0.03; pair_hi_hold=0.36; pair_lo_hold=0.38; hi_pct_pctile=0.73; lo_pct_pctile=0.66,m7_ret_sd=0.50; m7_time=0.50; max_ext_sd=0.50; max_ext_time=0.50; max_ret_sd=0.50; max_ret_time=0.50,AS high broken 02:00; first=high; OS high broken 08:50; first=high; AR high broken 03:30; first=high; OR high broken 05:00; low broken 04:00; first=low; RR high broken 10:35; low broken 15:10; first=high
02/20/2018,,10:10,ES,No Conf,Short,RDR,Advanced,EX,2724.75,2727.75,2709.0,2727.75,2018-02-20 10:10:00-05:00,"IF prior TR session, prior session closed up, prior session high printed early AND confluence light; recent sessions: AR true=True break_dir= box=down, OR true=False break_dir= box=up, RR true=True break_dir= box=down; level breaks: AS low broken 03:15; first=low, OS high broken 09:30; first=high, AR low broken 20:45; first=low, OR high broken 09:35; low broken 04:15; first=low, RR low broken 10:35; first=low; probs: confirm_short=0.31, seq_intraday_low_holds=0.54, seq_asia_low_holds=0.50, first_break_true=0.79; seq_asia top: asia_high_holds=0.50, asia_low_holds=0.50; seq_intraday top: day_high_in_RS=0.79, day_low_in_RS=0.44; seq_intraday holds: high_holds=0.28, low_holds=0.54, hi_pct_pctile=0.15, lo_pct_pctile=0.93; daycycle: daycycle hi_hold_24h=0.48, lo_hold_24h=0.40, cycle_pair_24h=0.02, pair_hi_hold=0.48, pair_lo_hold=0.40, hi_pct_pctile=0.77, lo_pct_pctile=0.72; m7/max: m7_ret_sd=0.50, m7_time=0.50, max_ext_sd=0.50, max_ext_time=0.50, max_ret_sd=0.50, max_ret_time=0.50; THEN SHORT via Advanced at 2724.75, stop 2727.75, target 2709.0.",confluence light,prior TR session; prior session closed up; prior session high printed early,confirm_short=0.31; seq_intraday_low_holds=0.54; seq_asia_low_holds=0.50; first_break_true=0.79,AR true=True break_dir= box=down; OR true=False break_dir= box=up; RR true=True break_dir= box=down,"seq_asia top: asia_high_holds=0.50, asia_low_holds=0.50; seq_intraday top: day_high_in_RS=0.79, day_low_in_RS=0.44; seq_intraday holds: high_holds=0.28, low_holds=0.54, hi_pct_pctile=0.15, lo_pct_pctile=0.93",daycycle hi_hold_24h=0.48; lo_hold_24h=0.40; cycle_pair_24h=0.02; pair_hi_hold=0.48; pair_lo_hold=0.40; hi_pct_pctile=0.77; lo_pct_pctile=0.72,m7_ret_sd=0.50; m7_time=0.50; max_ext_sd=0.50; max_ext_time=0.50; max_ret_sd=0.50; max_ret_time=0.50,AS low broken 03:15; first=low; OS high broken 09:30; first=high; AR low broken 20:45; first=low; OR high broken 09:35; low broken 04:15; first=low; RR low broken 10:35; first=low
02/16/2018,,10:25,ES,No Conf,Long,RDR,Frontrun,W,2736.25,2733.75,2751.0,2751.0,2018-02-16 10:25:00-05:00,"IF prior TR session, prior session closed down, prior session high printed early AND near range high, near range high, perfect rejection near entry; recent sessions: AR true=True break_dir= box=down, OR true=False break_dir= box=up, RR true=True break_dir= box=up; level breaks: AS high broken 02:55; low broken 08:25; first=high, OS low broken 08:40; first=low, AR high broken 00:15; low broken 20:30; first=low, OR high broken 04:30; low broken 05:45; first=high, RR high/low held; probs: confirm_long=0.80, seq_intraday_high_holds=0.61, seq_asia_high_holds=0.50, first_break_true=0.61; seq_asia top: asia_high_holds=0.50, asia_low_holds=0.50; seq_intraday top: day_high_in_OS=0.86, day_low_in_RS=0.86; seq_intraday holds: high_holds=0.61, low_holds=0.39, hi_pct_pctile=0.45, lo_pct_pctile=0.62; daycycle: daycycle hi_hold_24h=0.29, lo_hold_24h=0.75, cycle_pair_24h=0.02, pair_hi_hold=0.29, pair_lo_hold=0.75, hi_pct_pctile=0.92, lo_pct_pctile=0.46; m7/max: m7_ret_sd=0.50, m7_time=0.50, max_ext_sd=0.50, max_ext_time=0.50, max_ret_sd=0.50, max_ret_time=0.50; THEN LONG via Frontrun at 2736.25, stop 2733.75, target 2751.0.",near range high; near range high; perfect rejection near entry,prior TR session; prior session closed down; prior session high printed early,confirm_long=0.80; seq_intraday_high_holds=0.61; seq_asia_high_holds=0.50; first_break_true=0.61,AR true=True break_dir= box=down; OR true=False break_dir= box=up; RR true=True break_dir= box=up,"seq_asia top: asia_high_holds=0.50, asia_low_holds=0.50; seq_intraday top: day_high_in_OS=0.86, day_low_in_RS=0.86; seq_intraday holds: high_holds=0.61, low_holds=0.39, hi_pct_pctile=0.45, lo_pct_pctile=0.62",daycycle hi_hold_24h=0.29; lo_hold_24h=0.75; cycle_pair_24h=0.02; pair_hi_hold=0.29; pair_lo_hold=0.75; hi_pct_pctile=0.92; lo_pct_pctile=0.46,m7_ret_sd=0.50; m7_time=0.50; max_ext_sd=0.50; max_ext_time=0.50; max_ret_sd=0.50; max_ret_time=0.50,AS high broken 02:55; low broken 08:25; first=high; OS low broken 08:40; first=low; AR high broken 00:15; low broken 20:30; first=low; OR high broken 04:30; low broken 05:45; first=high; RR high/low held
02/16/2018,,9:35,ES,No Conf,Long,RDR,M7 Candle,BE,2728.25,2726.0,2746.75,2728.25,2018-02-16 09:35:00-05:00,"IF prior TR session, prior session closed down, prior session high printed early AND perfect rejection near entry; recent sessions: AR true=True break_dir= box=down, OR true=False break_dir= box=up, RR true=True break_dir= box=down; level breaks: AS high broken 02:55; low broken 08:25; first=high, OS low broken 08:40; first=low, AR high broken 00:15; low broken 20:30; first=low, OR high broken 04:30; low broken 05:45; first=high, RR high broken 13:05; low broken 10:40; first=low; probs: confirm_long=0.50, seq_intraday_high_holds=0.63, seq_asia_high_holds=0.50, first_break_true=0.61; seq_asia top: asia_high_holds=0.50, asia_low_holds=0.50; seq_intraday top: day_low_in_RS=0.67, day_high_in_OS=0.63; seq_intraday holds: high_holds=0.63, low_holds=0.33, hi_pct_pctile=0.69, lo_pct_pctile=0.50; daycycle: daycycle hi_hold_24h=0.22, lo_hold_24h=0.35, cycle_pair_24h=0.02, pair_hi_hold=0.22, pair_lo_hold=0.35, hi_pct_pctile=0.88, lo_pct_pctile=0.59; m7/max: m7_ret_sd=0.50, m7_time=0.50, max_ext_sd=0.50, max_ext_time=0.50, max_ret_sd=0.50, max_ret_time=0.50; THEN LONG via M7 Candle at 2728.25, stop 2726.0, target 2746.75.",perfect rejection near entry,prior TR session; prior session closed down; prior session high printed early,confirm_long=0.50; seq_intraday_high_holds=0.63; seq_asia_high_holds=0.50; first_break_true=0.61,AR true=True break_dir= box=down; OR true=False break_dir= box=up; RR true=True break_dir= box=down,"seq_asia top: asia_high_holds=0.50, asia_low_holds=0.50; seq_intraday top: day_low_in_RS=0.67, day_high_in_OS=0.63; seq_intraday holds: high_holds=0.63, low_holds=0.33, hi_pct_pctile=0.69, lo_pct_pctile=0.50",daycycle hi_hold_24h=0.22; lo_hold_24h=0.35; cycle_pair_24h=0.02; pair_hi_hold=0.22; pair_lo_hold=0.35; hi_pct_pctile=0.88; lo_pct_pctile=0.59,m7_ret_sd=0.50; m7_time=0.50; max_ext_sd=0.50; max_ext_time=0.50; max_ret_sd=0.50; max_ret_time=0.50,AS high broken 02:55; low broken 08:25; first=high; OS low broken 08:40; first=low; AR high broken 00:15; low broken 20:30; first=low; OR high broken 04:30; low broken 05:45; first=high; RR high broken 13:05; low broken 10:40; first=low
02/15/2018,,10:10,ES,Confirmed,Short,RDR,Frontrun,W,2710.25,2713.0,2693.25,2693.25,2018-02-15 10:10:00-05:00,"IF prior TR session, prior session closed up, prior session low printed early AND confluence light; recent sessions: AR true=True break_dir= box=up, OR true=False break_dir= box=up, RR true=True break_dir= box=up; level breaks: AS high broken 02:15; first=high, OS low broken 08:30; first=low, AR high broken 22:05; first=high, OR high broken 04:20; low broken 07:35; first=high, RR high broken 10:35; first=high; probs: confirm_short=0.75, seq_intraday_low_holds=0.37, seq_asia_low_holds=0.50, first_break_true=0.75; seq_asia top: asia_high_holds=0.50, asia_low_holds=0.50; seq_intraday top: day_low_in_RS=0.67, day_high_in_OS=0.63; seq_intraday holds: high_holds=0.65, low_holds=0.37, hi_pct_pctile=0.78, lo_pct_pctile=0.61; daycycle: daycycle hi_hold_24h=0.33, lo_hold_24h=0.59, cycle_pair_24h=0.02, pair_hi_hold=0.33, pair_lo_hold=0.59, hi_pct_pctile=0.80, lo_pct_pctile=0.72; m7/max: m7_ret_sd=0.50, m7_time=0.50, max_ext_sd=0.50, max_ext_time=0.50, max_ret_sd=0.50, max_ret_time=0.50; THEN SHORT via Frontrun at 2710.25, stop 2713.0, target 2693.25.",confluence light,prior TR session; prior session closed up; prior session low printed early,confirm_short=0.75; seq_intraday_low_holds=0.37; seq_asia_low_holds=0.50; first_break_true=0.75,AR true=True break_dir= box=up; OR true=False break_dir= box=up; RR true=True break_dir= box=up,"seq_asia top: asia_high_holds=0.50, asia_low_holds=0.50; seq_intraday top: day_low_in_RS=0.67, day_high_in_OS=0.63; seq_intraday holds: high_holds=0.65, low_holds=0.37, hi_pct_pctile=0.78, lo_pct_pctile=0.61",daycycle hi_hold_24h=0.33; lo_hold_24h=0.59; cycle_pair_24h=0.02; pair_hi_hold=0.33; pair_lo_hold=0.59; hi_pct_pctile=0.80; lo_pct_pctile=0.72,m7_ret_sd=0.50; m7_time=0.50; max_ext_sd=0.50; max_ext_time=0.50; max_ret_sd=0.50; max_ret_time=0.50,AS high broken 02:15; first=high; OS low broken 08:30; first=low; AR high broken 22:05; first=high; OR high broken 04:20; low broken 07:35; first=high; RR high broken 10:35; first=high
02/12/2018,,10:35,ES,No Conf,Long,RDR,Advanced,W,2631.0,2626.0,2680.75,2662.5,2018-02-12 10:35:00-05:00,"IF prior RR session, prior session closed down, prior session high printed early AND near darkpool cluster, weekly rejection support; recent sessions: AR true=True break_dir= box=down, OR true=False break_dir= box=up, RR true=True break_dir= box=down; level breaks: AS high broken 03:40; low broken 03:00; first=low, OS low broken 08:50; first=low, AR high broken 03:40; low broken 20:35; first=low, OR high broken 04:00; low broken 09:15; first=high, RR high/low held; probs: confirm_long=0.20, seq_intraday_high_holds=0.51, seq_asia_high_holds=0.50, first_break_true=0.63, wddrb_model=UX(0.48); seq_asia top: asia_high_holds=0.50, asia_low_holds=0.50; seq_intraday top: day_high_in_RS=0.71, day_low_in_RS=0.57; seq_intraday holds: high_holds=0.51, low_holds=0.49, hi_pct_pctile=0.23, lo_pct_pctile=0.33; daycycle: daycycle hi_hold_24h=0.61, lo_hold_24h=0.72, cycle_pair_24h=0.04, pair_hi_hold=0.61, pair_lo_hold=0.72, hi_pct_pctile=0.41, lo_pct_pctile=0.41; m7/max: m7_ret_sd=0.50, m7_time=0.00, max_ext_sd=0.00, max_ext_time=0.00, max_ret_sd=0.50, max_ret_time=0.00; THEN LONG via Advanced at 2631.0, stop 2626.0, target 2680.75.",near darkpool cluster; weekly rejection support,prior RR session; prior session closed down; prior session high printed early,confirm_long=0.20; seq_intraday_high_holds=0.51; seq_asia_high_holds=0.50; first_break_true=0.63; wddrb_model=UX(0.48),AR true=True break_dir= box=down; OR true=False break_dir= box=up; RR true=True break_dir= box=down,"seq_asia top: asia_high_holds=0.50, asia_low_holds=0.50; seq_intraday top: day_high_in_RS=0.71, day_low_in_RS=0.57; seq_intraday holds: high_holds=0.51, low_holds=0.49, hi_pct_pctile=0.23, lo_pct_pctile=0.33",daycycle hi_hold_24h=0.61; lo_hold_24h=0.72; cycle_pair_24h=0.04; pair_hi_hold=0.61; pair_lo_hold=0.72; hi_pct_pctile=0.41; lo_pct_pctile=0.41,m7_ret_sd=0.50; m7_time=0.00; max_ext_sd=0.00; max_ext_time=0.00; max_ret_sd=0.50; max_ret_time=0.00,AS high broken 03:40; low broken 03:00; first=low; OS low broken 08:50; first=low; AR high broken 03:40; low broken 20:35; first=low; OR high broken 04:00; low broken 09:15; first=high; RR high/low held
02/12/2018,,9:35,ES,No Conf,Long,RDR,Advanced,EX,2648.0,2643.25,2680.75,2643.25,2018-02-12 09:35:00-05:00,"IF prior TR session, prior session closed down, prior session high printed early AND weekly rejection support; recent sessions: AR true=True break_dir= box=down, OR true=False break_dir= box=up, RR true=True break_dir= box=down; level breaks: AS high broken 03:40; low broken 03:00; first=low, OS low broken 08:50; first=low, AR high broken 03:40; low broken 20:35; first=low, OR high broken 04:00; low broken 09:15; first=high, RR high broken 15:45; low broken 10:35; first=low; probs: confirm_long=0.52, seq_intraday_high_holds=0.39, seq_asia_high_holds=0.50, first_break_true=0.79, wddrb_model=UX(0.49); seq_asia top: asia_high_holds=0.50, asia_low_holds=0.50; seq_intraday top: day_high_in_RS=0.58, day_low_in_RS=0.53; seq_intraday holds: high_holds=0.39, low_holds=0.43, hi_pct_pctile=0.04, lo_pct_pctile=0.16; daycycle: daycycle hi_hold_24h=0.22, lo_hold_24h=0.32, cycle_pair_24h=0.03, pair_hi_hold=0.22, pair_lo_hold=0.32, hi_pct_pctile=0.88, lo_pct_pctile=0.60; m7/max: m7_ret_sd=0.50, m7_time=0.50, max_ext_sd=0.50, max_ext_time=0.50, max_ret_sd=0.50, max_ret_time=0.50; THEN LONG via Advanced at 2648.0, stop 2643.25, target 2680.75.",weekly rejection support,prior TR session; prior session closed down; prior session high printed early,confirm_long=0.52; seq_intraday_high_holds=0.39; seq_asia_high_holds=0.50; first_break_true=0.79; wddrb_model=UX(0.49),AR true=True break_dir= box=down; OR true=False break_dir= box=up; RR true=True break_dir= box=down,"seq_asia top: asia_high_holds=0.50, asia_low_holds=0.50; seq_intraday top: day_high_in_RS=0.58, day_low_in_RS=0.53; seq_intraday holds: high_holds=0.39, low_holds=0.43, hi_pct_pctile=0.04, lo_pct_pctile=0.16",daycycle hi_hold_24h=0.22; lo_hold_24h=0.32; cycle_pair_24h=0.03; pair_hi_hold=0.22; pair_lo_hold=0.32; hi_pct_pctile=0.88; lo_pct_pctile=0.60,m7_ret_sd=0.50; m7_time=0.50; max_ext_sd=0.50; max_ext_time=0.50; max_ret_sd=0.50; max_ret_time=0.50,AS high broken 03:40; low broken 03:00; first=low; OS low broken 08:50; first=low; AR high broken 03:40; low broken 20:35; first=low; OR high broken 04:00; low broken 09:15; first=high; RR high broken 15:45; low broken 10:35; first=low
02/08/2018,,8:55,ES,No Conf,Long,In Between,Advanced,EX,2683.0,2679.25,2727.0,2679.25,2018-02-08 08:55:00-05:00,"IF prior OS session, prior session closed up AND weekly rejection support, perfect rejection near entry; recent sessions: AR true=True break_dir= box=up, OR true=False break_dir= box=down, RR true=True break_dir= box=up; level breaks: AS high broken 02:05; first=high, OS high broken 08:30; first=high, AR high broken 00:05; low broken 20:30; first=low, OR high broken 08:20; low broken 04:00; first=low, RR high broken 11:00; low broken 15:55; first=high; probs: confirm_long=0.50, seq_intraday_high_holds=0.28, seq_asia_high_holds=0.50, first_break_true=0.77; seq_asia top: asia_high_holds=0.50, asia_low_holds=0.50; seq_intraday top: day_low_in_OS=0.60, day_high_in_RS=0.58; seq_intraday holds: high_holds=0.28, low_holds=0.58, hi_pct_pctile=0.74, lo_pct_pctile=0.45; daycycle: daycycle hi_hold_24h=0.95, lo_hold_24h=0.95, cycle_pair_24h=0.17, pair_hi_hold=0.95, pair_lo_hold=0.95, hi_pct_pctile=0.00, lo_pct_pctile=0.17; m7/max: m7_ret_sd=0.50, m7_time=0.50, max_ext_sd=0.50, max_ext_time=0.50, max_ret_sd=0.50, max_ret_time=0.50; THEN LONG via Advanced at 2683.0, stop 2679.25, target 2727.0.",weekly rejection support; perfect rejection near entry,prior OS session; prior session closed up,confirm_long=0.50; seq_intraday_high_holds=0.28; seq_asia_high_holds=0.50; first_break_true=0.77,AR true=True break_dir= box=up; OR true=False break_dir= box=down; RR true=True break_dir= box=up,"seq_asia top: asia_high_holds=0.50, asia_low_holds=0.50; seq_intraday top: day_low_in_OS=0.60, day_high_in_RS=0.58; seq_intraday holds: high_holds=0.28, low_holds=0.58, hi_pct_pctile=0.74, lo_pct_pctile=0.45",daycycle hi_hold_24h=0.95; lo_hold_24h=0.95; cycle_pair_24h=0.17; pair_hi_hold=0.95; pair_lo_hold=0.95; hi_pct_pctile=0.00; lo_pct_pctile=0.17,m7_ret_sd=0.50; m7_time=0.50; max_ext_sd=0.50; max_ext_time=0.50; max_ret_sd=0.50; max_ret_time=0.50,AS high broken 02:05; first=high; OS high broken 08:30; first=high; AR high broken 00:05; low broken 20:30; first=low; OR high broken 08:20; low broken 04:00; first=low; RR high broken 11:00; low broken 15:55; first=high
02/07/2018,,9:35,ES,No Conf,Long,RDR,M7 Candle,W,2689.75,2685.0,2725.25,2725.25,2018-02-07 09:35:00-05:00,"IF prior TR session, prior session closed up AND weekly rejection support; recent sessions: AR true=True break_dir= box=up, OR true=False break_dir= box=up, RR true=True break_dir= box=up; level breaks: AS high broken 09:35; low broken 03:10; first=low, OS high broken 09:25; first=high, AR high broken 21:10; low broken 21:30; first=high, OR high broken 04:35; first=high, RR high broken 15:05; first=high; probs: confirm_long=0.86, seq_intraday_high_holds=0.20, seq_asia_high_holds=0.50, first_break_true=0.90; seq_asia top: asia_high_holds=0.50, asia_low_holds=0.50; seq_intraday top: day_high_in_RS=0.71, day_low_in_OS=0.52; seq_intraday holds: high_holds=0.20, low_holds=0.58, hi_pct_pctile=0.70, lo_pct_pctile=0.47; daycycle: daycycle hi_hold_24h=0.28, lo_hold_24h=0.27, cycle_pair_24h=0.02, pair_hi_hold=0.28, pair_lo_hold=0.27, hi_pct_pctile=0.68, lo_pct_pctile=0.58; m7/max: m7_ret_sd=0.50, m7_time=0.50, max_ext_sd=0.50, max_ext_time=0.50, max_ret_sd=0.50, max_ret_time=0.50; THEN LONG via M7 Candle at 2689.75, stop 2685.0, target 2725.25.",weekly rejection support,prior TR session; prior session closed up,confirm_long=0.86; seq_intraday_high_holds=0.20; seq_asia_high_holds=0.50; first_break_true=0.90,AR true=True break_dir= box=up; OR true=False break_dir= box=up; RR true=True break_dir= box=up,"seq_asia top: asia_high_holds=0.50, asia_low_holds=0.50; seq_intraday top: day_high_in_RS=0.71, day_low_in_OS=0.52; seq_intraday holds: high_holds=0.20, low_holds=0.58, hi_pct_pctile=0.70, lo_pct_pctile=0.47",daycycle hi_hold_24h=0.28; lo_hold_24h=0.27; cycle_pair_24h=0.02; pair_hi_hold=0.28; pair_lo_hold=0.27; hi_pct_pctile=0.68; lo_pct_pctile=0.58,m7_ret_sd=0.50; m7_time=0.50; max_ext_sd=0.50; max_ext_time=0.50; max_ret_sd=0.50; max_ret_time=0.50,AS high broken 09:35; low broken 03:10; first=low; OS high broken 09:25; first=high; AR high broken 21:10; low broken 21:30; first=high; OR high broken 04:35; first=high; RR high broken 15:05; first=high
02/05/2018,,12:00,ES,No Conf,Short,RDR,Advanced,W,2749.25,2754.0,2712.75,2712.75,2018-02-05 12:00:00-05:00,"IF prior RR session, prior session closed up, prior session low printed early AND weekly rejection resistance; recent sessions: AR true=True break_dir= box=down, OR true=False break_dir= box=down, RR true=True break_dir= box=up; level breaks: AS high broken 02:00; low broken 07:00; first=high, OS high broken 10:20; low broken 09:30; first=low, AR high broken 20:40; low broken 07:05; first=high, OR high broken 04:10; low broken 06:40; first=high, RR high/low held; probs: confirm_short=0.27, seq_intraday_low_holds=0.52, seq_asia_low_holds=0.50, first_break_true=0.63, wddrb_model=DX(0.40); seq_asia top: asia_high_holds=0.50, asia_low_holds=0.50; seq_intraday top: day_high_in_RS=0.83, day_low_in_RR=0.67; seq_intraday holds: high_holds=0.48, low_holds=0.52, hi_pct_pctile=0.89, lo_pct_pctile=0.45; daycycle: daycycle hi_hold_24h=0.54, lo_hold_24h=0.85, cycle_pair_24h=0.03, pair_hi_hold=0.54, pair_lo_hold=0.85, hi_pct_pctile=0.55, lo_pct_pctile=0.30; m7/max: m7_ret_sd=0.50, m7_time=0.53, max_ext_sd=0.00, max_ext_time=0.21, max_ret_sd=0.50, max_ret_time=0.24; THEN SHORT via Advanced at 2749.25, stop 2754.0, target 2712.75.",weekly rejection resistance,prior RR session; prior session closed up; prior session low printed early,confirm_short=0.27; seq_intraday_low_holds=0.52; seq_asia_low_holds=0.50; first_break_true=0.63; wddrb_model=DX(0.40),AR true=True break_dir= box=down; OR true=False break_dir= box=down; RR true=True break_dir= box=up,"seq_asia top: asia_high_holds=0.50, asia_low_holds=0.50; seq_intraday top: day_high_in_RS=0.83, day_low_in_RR=0.67; seq_intraday holds: high_holds=0.48, low_holds=0.52, hi_pct_pctile=0.89, lo_pct_pctile=0.45",daycycle hi_hold_24h=0.54; lo_hold_24h=0.85; cycle_pair_24h=0.03; pair_hi_hold=0.54; pair_lo_hold=0.85; hi_pct_pctile=0.55; lo_pct_pctile=0.30,m7_ret_sd=0.50; m7_time=0.53; max_ext_sd=0.00; max_ext_time=0.21; max_ret_sd=0.50; max_ret_time=0.24,AS high broken 02:00; low broken 07:00; first=high; OS high broken 10:20; low broken 09:30; first=low; AR high broken 20:40; low broken 07:05; first=high; OR high broken 04:10; low broken 06:40; first=high; RR high/low held
