ts,timestamp,symbol,session_x,archetype,direction,entry,stop,target,risk,reward,r_multiple,confidence,reasons,horizon,outcome,exit_price,ambiguous,month,day_date,session_y,current_session_model,current_session_box_dir,current_session_break_out,current_session_break_out_direction,first_break_dir,first_break_true_range_only,wddrb_mid,wddrb_sigma,wddrb_rr_hi,wddrb_rr_lo,wddrb_full_high_sd,wddrb_full_low_sd,wddrb_post_high_sd,wddrb_post_low_sd,current_session_max_ext,current_session_max_ret,current_session_close_ext,range_p_confirm_long,range_p_confirm_short,first_range_candle_p_session_box_dir_up,first_range_candle_p_session_box_dir_down,first_range_candle_p_session_true,first_range_candle_p_first_break_true_range_only,first_range_candle_p_first_break_true_via_wick,seq_intraday_p_low_holds,seq_intraday_p_high_holds,seq_daycycle_p_lo_hold_24h,seq_daycycle_p_hi_hold_24h,modeldb_p_model_u,modeldb_p_model_ux,modeldb_p_model_uxp,modeldb_p_model_d,modeldb_p_model_dx,modeldb_p_model_dxp,cluster_dist_entry,year
1473640200,2016-09-11 20:30:00,ES,AS,wddrb_sigma_distribution,long,2120.25,2145.5,2164.5,25.25,44.25,1.0,0.7000000000000001,"['wddrb_mid_sigma', 'model_up_bias', 'cluster_near_darkpool']",session,stop,2145.5,False,2016-09,2016-09-11,AS,DXP,down,False,,Up,False,2145.5,38.0,2164.5,2126.5,-0.4605263157894737,-0.7894736842105263,-0.4605263157894737,-0.7894736842105263,0.0,,,0.38,0.62,0.689,0.2378,0.5,0.7532,0.6697,0.5,0.5,0.89,0.989,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2016
1473640200,2016-09-11 20:30:00,ES,AS,cluster_rejection_fade,long,2120.25,2145.5,2164.5,25.25,44.25,1.0,0.7000000000000001,"['rejection_bias', 'cluster_confluence', 'model_up_bias', 'cluster_near_darkpool']",session,stop,2145.5,False,2016-09,2016-09-11,AS,DXP,down,False,,Up,False,2145.5,38.0,2164.5,2126.5,-0.4605263157894737,-0.7894736842105263,-0.4605263157894737,-0.7894736842105263,0.0,,,0.38,0.62,0.689,0.2378,0.5,0.7532,0.6697,0.5,0.5,0.89,0.989,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2016
1475160900,2016-09-29 10:55:00,ES,RS,wddrb_sigma_distribution,long,2160.25,2162.625,2165.75,2.375,5.5,1.0,0.7000000000000001,"['wddrb_mid_sigma', 'model_up_bias', 'cluster_near_monthly']",session,stop,2162.625,False,2016-09,2016-09-29,RS,D,up,False,,Up,True,2162.625,6.25,2165.75,2159.5,,,,,0.0,,,0.83,0.17,0.6709,0.3038,0.5,0.7013,0.6329,0.4775,0.455,0.734,0.522,0.0,0.0,0.0,1.0,0.0,0.0,12.0,2016
1475160900,2016-09-29 10:55:00,ES,RS,cluster_rejection_fade,long,2160.25,2162.625,2165.75,2.375,5.5,1.0,0.7000000000000001,"['rejection_bias', 'cluster_confluence', 'model_up_bias', 'cluster_near_monthly']",session,stop,2162.625,False,2016-09,2016-09-29,RS,D,up,False,,Up,True,2162.625,6.25,2165.75,2159.5,,,,,0.0,,,0.83,0.17,0.6709,0.3038,0.5,0.7013,0.6329,0.4775,0.455,0.734,0.522,0.0,0.0,0.0,1.0,0.0,0.0,12.0,2016
1473146400,2016-09-06 03:20:00,ES,OR,wddrb_sigma_distribution,short,2180.0,2177.125,2172.875,2.875,7.125,1.0,0.65,"['wddrb_mid_sigma', 'cluster_near_darkpool']",session,stop,2177.125,False,2016-09,2016-09-06,OR,UXP,down,False,,Down,True,2177.125,4.25,2179.25,2175.0,0.9705882352941176,-0.0294117647058823,0.9705882352941176,0.2058823529411764,0.0,,,0.18,0.82,0.3061,0.6122,0.5,0.7459,0.6528,0.5,0.5,0.979,0.979,0.111,0.148,0.481,0.0,0.0,0.0,1.25,2016
1473148800,2016-09-06 04:00:00,ES,OS,wddrb_sigma_distribution,short,2179.75,2177.125,2172.875,2.625,6.875,1.0,0.65,"['wddrb_mid_sigma', 'cluster_near_darkpool']",session,stop,2177.125,False,2016-09,2016-09-06,OS,UXP,down,False,,Down,True,2177.125,4.25,2179.25,2175.0,0.9705882352941176,-0.0294117647058823,0.9705882352941176,0.2058823529411764,0.0,,,0.26,0.74,0.3061,0.6122,0.5,0.7459,0.6528,0.6777777777777778,0.6901315789473684,0.979,0.979,0.0,0.0,1.0,0.0,0.0,0.0,1.5,2016
1473176700,2016-09-06 11:45:00,ES,RS,wddrb_sigma_distribution,short,2180.75,2177.875,2168.125,2.875,12.625,1.0,0.65,"['wddrb_mid_sigma', 'cluster_near_darkpool']",session,stop,2177.875,False,2016-09,2016-09-06,RS,RX,down,False,,Down,True,2177.875,9.75,2182.75,2173.0,,,,,0.0,,,0.24,0.76,0.2778,0.7094,0.5,0.735,0.5342,0.5666666666666667,0.4777777777777777,0.809,0.493,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2016
1473179400,2016-09-06 12:30:00,ES,RS,wddrb_sigma_distribution,short,2181.75,2177.875,2168.125,3.875,13.625,1.0,0.65,"['wddrb_mid_sigma', 'cluster_near_darkpool']",session,stop,2177.875,False,2016-09,2016-09-06,RS,RX,down,False,,Down,True,2177.875,9.75,2182.75,2173.0,,,,,0.0,,,0.24,0.76,0.2778,0.7094,0.5,0.735,0.5342,0.6111111111111112,0.5,0.819,0.617,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2016
1473179400,2016-09-06 12:30:00,ES,RS,cluster_rejection_fade,short,2181.75,2177.875,2168.125,3.875,13.625,1.0,0.65,"['rejection_bias', 'cluster_confluence', 'cluster_near_darkpool']",session,stop,2177.875,False,2016-09,2016-09-06,RS,RX,down,False,,Down,True,2177.875,9.75,2182.75,2173.0,,,,,0.0,,,0.24,0.76,0.2778,0.7094,0.5,0.735,0.5342,0.6111111111111112,0.5,0.819,0.617,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2016
1475191800,2016-09-29 19:30:00,ES,AR,wddrb_sigma_distribution,long,2143.75,2151.5,2165.75,7.75,22.0,1.0,0.65,"['wddrb_mid_sigma', 'model_up_bias']",session,stop,2151.5,False,2016-09,2016-09-29,AR,DXP,down,False,,,,2151.5,28.5,2165.75,2137.25,-0.087719298245614,-0.3070175438596491,,,0.0,,,0.51,0.49,0.4746,0.4522,0.5,0.728,0.6327,0.5,0.5,0.952,0.918,0.0,0.0,0.0,0.034,0.034,0.862,3.25,2016
1473638400,2016-09-11 20:00:00,ES,AR,wddrb_sigma_distribution,long,2120.25,2145.5,2164.5,25.25,44.25,1.0,0.6000000000000001,"['wddrb_mid_sigma', 'model_up_bias', 'cluster_near_darkpool']",session,stop,2145.5,False,2016-09,2016-09-11,AR,DXP,down,False,,Up,True,2145.5,38.0,2164.5,2126.5,-0.4605263157894737,-0.7894736842105263,-0.4605263157894737,-0.7894736842105263,0.0,,,0.38,0.62,0.689,0.2378,0.5,0.7532,0.6697,0.5,0.5,0.919,0.91,0.0,0.0,0.0,0.011,0.126,0.851,1.0,2016
1473638400,2016-09-11 20:00:00,ES,AR,model_forward,long,2120.25,2145.5,2164.5,25.25,44.25,1.0,0.6000000000000001,"['model_up_bias', 'model_up_bias', 'cluster_near_darkpool']",session,stop,2145.5,False,2016-09,2016-09-11,AR,DXP,down,False,,Up,True,2145.5,38.0,2164.5,2126.5,-0.4605263157894737,-0.7894736842105263,-0.4605263157894737,-0.7894736842105263,0.0,,,0.38,0.62,0.689,0.2378,0.5,0.7532,0.6697,0.5,0.5,0.919,0.91,0.0,0.0,0.0,0.011,0.126,0.851,1.0,2016
1474617600,2016-09-23 04:00:00,ES,OS,wddrb_sigma_distribution,long,2165.5,2168.5,2172.75,3.0,7.25,1.0,0.55,"['wddrb_mid_sigma', 'model_up_bias']",session,stop,2168.5,False,2016-09,2016-09-23,OS,RX,down,False,,Up,False,2168.5,8.5,2172.75,2164.25,0.1176470588235294,-0.5,,,0.0,,,0.59,0.41,0.6847,0.2365,0.5,0.76,0.5813,0.7645,0.6654411764705882,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2016
1474617600,2016-09-23 04:00:00,ES,OS,model_forward,long,2165.5,2168.5,2172.75,3.0,7.25,1.0,0.55,"['model_up_bias', 'model_up_bias']",session,stop,2168.5,False,2016-09,2016-09-23,OS,RX,down,False,,Up,False,2168.5,8.5,2172.75,2164.25,0.1176470588235294,-0.5,,,0.0,,,0.59,0.41,0.6847,0.2365,0.5,0.76,0.5813,0.7645,0.6654411764705882,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2016
1473121800,2016-09-05 20:30:00,ES,AS,wddrb_sigma_distribution,long,2177.75,2175.75,2179.25,2.0,1.5,0.75,0.55,"['wddrb_mid_sigma', 'model_up_bias']",session,target,2179.25,False,2016-09,2016-09-05,AS,RC,up,False,,Down,False,2177.125,4.25,2179.25,2175.0,0.4411764705882353,-0.0294117647058823,,,0.0,,,0.48,0.52,0.2431,0.6651,0.5,0.7617,0.5917,0.5,0.5,0.915,0.936,0.0,0.0,0.0,0.0,0.0,0.0,2.25,2016
1475107200,2016-09-28 20:00:00,ES,AR,wddrb_sigma_distribution,long,2163.75,2154.625,2165.25,9.125,1.5,0.136986301369863,0.55,"['wddrb_mid_sigma', 'model_up_bias']",session,timeout,2165.0,False,2016-09,2016-09-28,AR,UXP,up,False,,Up,True,2154.625,21.25,2165.25,2144.0,0.488235294117647,0.3235294117647059,,,0.0,,,0.68,0.32,0.6425,0.2694,0.5,0.7541,0.6483,0.5,0.5,0.927,0.894,0.031,0.156,0.75,0.0,0.0,0.0,15.5,2016
1474638000,2016-09-23 09:40:00,ES,RR,model_forward,long,2163.5,2161.5,2166.25,2.0,2.75,0.125,0.65,"['model_up_bias', 'model_up_bias']",session,timeout,2163.75,False,2016-09,2016-09-23,RR,DX,down,False,,,,2164.75,3.0,2166.25,2163.25,,,,,0.0,,,0.31,0.69,0.4951,0.4757,0.5,0.69,0.4466,0.5333333333333333,0.2,0.413,0.333,0.0,0.0,0.0,0.333,0.333,0.0,4.0,2016
1474637400,2016-09-23 09:30:00,ES,RR,wddrb_sigma_distribution,long,2165.25,2163.25,2165.5,2.0,0.25,0.125,0.55,"['wddrb_mid_sigma', 'model_up_bias']",session,target,2165.5,False,2016-09,2016-09-23,RR,RC,up,False,,,,2164.375,2.25,2165.5,2163.25,,,,,0.0,,,0.52,0.48,0.4,0.5,0.5,0.8276,0.7667,0.5333333333333333,0.2,0.257,0.197,0.2,0.0,0.0,0.2,0.2,0.0,5.75,2016
1475109000,2016-09-28 20:30:00,ES,AS,wddrb_sigma_distribution,long,2164.25,2154.625,2165.25,9.625,1.0,0.1038961038961039,0.65,"['wddrb_mid_sigma', 'model_up_bias']",session,target,2165.25,False,2016-09,2016-09-28,AS,UXP,up,False,,Up,True,2154.625,21.25,2165.25,2144.0,0.488235294117647,0.3235294117647059,,,0.0,,,0.79,0.21,0.6425,0.2694,0.5,0.7541,0.6483,0.5,0.5,0.986,0.797,0.0,0.0,1.0,0.0,0.0,0.0,16.0,2016
1475109000,2016-09-28 20:30:00,ES,AS,range_post_break_pullback,long,2164.25,2144.0,2186.5,20.25,22.25,0.0987654320987654,0.65,"['pullback_first_high', 'post_break', 'model_up_bias']",session,timeout,2166.25,False,2016-09,2016-09-28,AS,UXP,up,False,,Up,True,2154.625,21.25,2165.25,2144.0,0.488235294117647,0.3235294117647059,,,0.0,,,0.79,0.21,0.6425,0.2694,0.5,0.7541,0.6483,0.5,0.5,0.986,0.797,0.0,0.0,1.0,0.0,0.0,0.0,16.0,2016
1473690600,2016-09-12 10:30:00,ES,RS,wddrb_sigma_distribution,long,2135.5,2126.75,2136.25,8.75,0.75,0.0857142857142857,0.55,"['wddrb_mid_sigma', 'model_up_bias']",session,target,2136.25,False,2016-09,2016-09-12,RS,UXP,up,False,,Up,True,2126.75,19.0,2136.25,2117.25,,,,,0.0,,,1.0,0.0,0.8718,0.1225,0.5,0.8873,0.7571,0.9591836734693876,0.0612244897959183,0.515,0.64,0.0,0.0,1.0,0.0,0.0,0.0,13.5,2016
1473690600,2016-09-12 10:30:00,ES,RS,model_forward,long,2135.5,2126.75,2136.25,8.75,0.75,0.0857142857142857,0.55,"['model_up_bias', 'model_up_bias']",session,target,2136.25,False,2016-09,2016-09-12,RS,UXP,up,False,,Up,True,2126.75,19.0,2136.25,2117.25,,,,,0.0,,,1.0,0.0,0.8718,0.1225,0.5,0.8873,0.7571,0.9591836734693876,0.0612244897959183,0.515,0.64,0.0,0.0,1.0,0.0,0.0,0.0,13.5,2016
1475107200,2016-09-28 20:00:00,ES,AR,range_post_break_pullback,long,2163.75,2144.0,2186.5,19.75,22.75,0.0632911392405063,0.55,"['pullback_first_high', 'post_break', 'model_up_bias']",session,timeout,2165.0,False,2016-09,2016-09-28,AR,UXP,up,False,,Up,True,2154.625,21.25,2165.25,2144.0,0.488235294117647,0.3235294117647059,,,0.0,,,0.68,0.32,0.6425,0.2694,0.5,0.7541,0.6483,0.5,0.5,0.927,0.894,0.031,0.156,0.75,0.0,0.0,0.0,15.5,2016
1473682500,2016-09-12 08:15:00,ES,OS,cluster_rejection_fade,short,2118.5,2145.5,2107.5,27.0,11.0,0.0277777777777777,0.7000000000000001,"['rejection_bias', 'cluster_confluence', 'model_down_bias', 'cluster_near_darkpool']",session,timeout,2117.75,False,2016-09,2016-09-12,OS,DXP,down,True,long,Down,False,2145.5,38.0,2164.5,2126.5,-0.4605263157894737,-1.013157894736842,-0.4605263157894737,-1.013157894736842,0.7142857142857143,-0.0357142857142857,0.6071428571428571,1.0,0.0,0.1122,0.8526,0.5,0.8904,0.7372,0.4397163120567376,0.1773049645390071,0.993,0.993,0.0,0.0,0.0,0.0,0.0,1.0,0.5,2016
1473682500,2016-09-12 08:15:00,ES,OS,model_forward,short,2118.5,2164.5,2107.5,46.0,11.0,0.0163043478260869,0.7000000000000001,"['model_down_bias', 'model_down_bias', 'cluster_near_darkpool']",session,timeout,2117.75,False,2016-09,2016-09-12,OS,DXP,down,True,long,Down,False,2145.5,38.0,2164.5,2126.5,-0.4605263157894737,-1.013157894736842,-0.4605263157894737,-1.013157894736842,0.7142857142857143,-0.0357142857142857,0.6071428571428571,1.0,0.0,0.1122,0.8526,0.5,0.8904,0.7372,0.4397163120567376,0.1773049645390071,0.993,0.993,0.0,0.0,0.0,0.0,0.0,1.0,0.5,2016
1474590600,2016-09-22 20:30:00,ES,AS,model_forward,short,2167.5,2172.75,2160.0,5.25,7.5,0.0,0.65,"['model_down_bias', 'model_down_bias']",session,timeout,2167.5,False,2016-09,2016-09-22,AS,DX,up,False,,Down,False,2168.5,8.5,2172.75,2164.25,0.088235294117647,-0.2352941176470588,,,0.0,,,0.94,0.06,0.1449,0.7971,0.5,0.8235,0.6471,0.5,0.5,0.895,0.895,0.0,0.0,0.0,0.0,1.0,0.0,24.0,2016
1473723000,2016-09-12 19:30:00,ES,AR,wddrb_sigma_distribution,long,2156.0,2140.0,2162.75,16.0,6.75,-0.015625,0.65,"['wddrb_mid_sigma', 'model_up_bias']",session,timeout,2155.75,False,2016-09,2016-09-12,AR,UXP,up,False,,,,2140.0,45.5,2162.75,2117.25,0.4505494505494505,0.3021978021978022,,,0.0,,,0.53,0.47,0.4335,0.4729,0.5,0.7523,0.6501,0.5,0.5,0.902,0.932,0.01,0.144,0.837,0.0,0.0,0.0,34.0,2016
1475136000,2016-09-29 04:00:00,ES,OS,wddrb_sigma_distribution,long,2165.5,2154.625,2165.25,10.875,0.25,-0.0229885057471264,0.55,"['wddrb_mid_sigma', 'model_up_bias']",session,target,2165.25,False,2016-09,2016-09-29,OS,RX,flat,False,,Down,True,2154.625,21.25,2165.25,2144.0,0.5823529411764706,0.3235294117647059,0.5823529411764706,0.3588235294117647,0.0,,,0.53,0.47,0.2705,0.6908,0.5,0.722,0.5749,0.3546052631578947,0.3322368421052631,0.933,0.933,0.0,0.0,0.0,0.0,0.0,0.0,17.25,2016
1476145800,2016-10-10 20:30:00,ES,AS,wddrb_sigma_distribution,short,2160.0,2162.0,2152.625,2.0,7.375,2.875,0.6,['wddrb_mid_sigma'],session,timeout,2154.25,False,2016-10,2016-10-10,AS,RC,down,False,,Down,True,2159.875,7.25,2163.5,2156.25,0.1206896551724138,-0.5,,,0.0,,,0.3,0.7,0.2455,0.6591,0.5,0.7593,0.5909,0.5,0.5,0.897,0.974,0.0,0.0,0.0,0.0,0.0,0.0,8.25,2016
1477661400,2016-10-28 09:30:00,ES,RR,wddrb_sigma_distribution,long,2122.75,2120.75,2127.5,2.0,4.75,2.375,0.55,"['wddrb_mid_sigma', 'model_up_bias']",session,target,2127.5,False,2016-10,2016-10-28,RR,UXP,down,False,,,,2124.625,5.75,2127.5,2121.75,,,,,0.0,,,0.52,0.48,0.7495,0.2425,0.5,0.8049,0.6888,0.6041666666666666,0.653125,0.198,0.2,0.25,0.25,0.25,0.0,0.0,0.0,1.5,2016
1476196200,2016-10-11 10:30:00,ES,RS,wddrb_sigma_distribution,short,2142.5,2146.75,2132.75,4.25,9.75,2.2941176470588234,0.65,"['wddrb_mid_sigma', 'model_down_bias']",session,target,2132.75,False,2016-10,2016-10-11,RS,DXP,down,False,,Down,True,2146.75,14.0,2153.75,2139.75,,,,,0.0,,,0.17,0.83,0.1534,0.8313,0.5,0.8831,0.7178,0.4415322580645161,0.605241935483871,0.369,0.709,0.0,0.0,0.0,0.0,0.0,1.0,1.25,2016
1477674300,2016-10-28 13:05:00,ES,RS,wddrb_sigma_distribution,long,2122.25,2128.5,2135.25,6.25,13.0,1.0,0.7000000000000001,"['wddrb_mid_sigma', 'model_up_bias', 'cluster_near_darkpool']",session,stop,2128.5,False,2016-10,2016-10-28,RS,UXP,up,True,long,Up,True,2128.5,13.5,2135.25,2121.75,,,,,0.6666666666666666,-1.1,-1.0666666666666669,0.76,0.24,0.8736,0.1208,0.5,0.8889,0.7606,0.98,0.3,0.75,0.825,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2016
1477674300,2016-10-28 13:05:00,ES,RS,cluster_rejection_fade,long,2122.25,2128.5,2135.25,6.25,13.0,1.0,0.7000000000000001,"['rejection_bias', 'cluster_confluence', 'model_up_bias', 'cluster_near_darkpool']",session,stop,2128.5,False,2016-10,2016-10-28,RS,UXP,up,True,long,Up,True,2128.5,13.5,2135.25,2121.75,,,,,0.6666666666666666,-1.1,-1.0666666666666669,0.76,0.24,0.8736,0.1208,0.5,0.8889,0.7606,0.98,0.3,0.75,0.825,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2016
1477645500,2016-10-28 05:05:00,ES,OS,model_forward,long,2123.0,2134.5,2142.25,11.5,19.25,1.0,0.65,"['model_up_bias', 'model_up_bias']",session,stop,2134.5,False,2016-10,2016-10-28,OS,DXP,down,False,,Down,True,2134.5,15.5,2142.25,2126.75,-0.3225806451612903,-1.1935483870967742,-0.3225806451612903,-1.1935483870967742,0.0,,,0.26,0.74,0.1094,0.8562,0.5,0.8932,0.7406,0.2581967213114754,0.1147540983606557,0.923,0.923,0.0,0.0,0.0,0.0,0.0,1.0,1.75,2016
1476662400,2016-10-16 20:00:00,ES,AR,model_forward,long,2123.25,2134.875,2143.25,11.625,20.0,1.0,0.6000000000000001,"['model_up_bias', 'model_up_bias', 'cluster_near_darkpool']",session,stop,2134.875,False,2016-10,2016-10-16,AR,DXP,up,False,,Up,True,2134.875,16.75,2143.25,2126.5,-0.3656716417910448,-0.9776119402985076,-0.3656716417910448,-0.9776119402985076,0.0,,,1.0,0.0,0.6877,0.2402,0.5,0.7508,0.6687,0.5,0.5,0.919,0.911,0.0,0.0,0.0,0.026,0.105,0.842,0.25,2016
1476689700,2016-10-17 03:35:00,ES,OR,wddrb_sigma_distribution,long,2124.0,2134.875,2143.25,10.875,19.25,1.0,0.6000000000000001,"['wddrb_mid_sigma', 'model_up_bias', 'cluster_near_darkpool']",session,stop,2134.875,False,2016-10,2016-10-17,OR,RX,up,False,,Down,False,2134.875,16.75,2143.25,2126.5,-0.3656716417910448,-1.082089552238806,-0.3656716417910448,-1.082089552238806,0.0,,,0.61,0.39,0.2714,0.6857,0.5,0.7212,0.5714,0.5,0.5,0.999,0.999,0.0,0.0,0.0,0.0,0.0,0.0,0.25,2016
1475650800,2016-10-05 03:00:00,ES,OR,wddrb_sigma_distribution,long,2142.5,2147.125,2158.25,4.625,15.75,1.0,0.6,['wddrb_mid_sigma'],session,stop,2147.125,False,2016-10,2016-10-05,OR,RC,down,False,,,,2147.125,22.25,2158.25,2136.0,-0.0617977528089887,-0.2752808988764045,,,0.0,,,0.55,0.45,0.413,0.5435,0.5,0.9048,0.8043,0.5,0.5,0.981,0.981,0.214,0.0,0.0,0.143,0.071,0.0,5.25,2016
1475678700,2016-10-05 10:45:00,ES,RS,wddrb_sigma_distribution,long,2150.25,2152.75,2155.75,2.5,5.5,1.0,0.55,"['wddrb_mid_sigma', 'model_up_bias']",session,stop,2152.75,False,2016-10,2016-10-05,RS,UXP,up,False,,Up,True,2152.75,6.0,2155.75,2149.75,,,,,0.0,,,0.82,0.18,0.8725,0.1218,0.5,0.8879,0.7585,0.5791666666666666,0.4434523809523809,0.672,0.534,0.0,0.0,1.0,0.0,0.0,0.0,1.5,2016
1475678700,2016-10-05 10:45:00,ES,RS,model_forward,long,2150.25,2152.75,2155.75,2.5,5.5,1.0,0.55,"['model_up_bias', 'model_up_bias']",session,stop,2152.75,False,2016-10,2016-10-05,RS,UXP,up,False,,Up,True,2152.75,6.0,2155.75,2149.75,,,,,0.0,,,0.82,0.18,0.8725,0.1218,0.5,0.8879,0.7585,0.5791666666666666,0.4434523809523809,0.672,0.534,0.0,0.0,1.0,0.0,0.0,0.0,1.5,2016
1476169500,2016-10-11 03:05:00,ES,OR,wddrb_sigma_distribution,long,2155.25,2159.875,2163.5,4.625,8.25,1.0,0.55,"['wddrb_mid_sigma', 'model_up_bias']",session,stop,2159.875,False,2016-10,2016-10-11,OR,DXP,up,False,,Up,True,2159.875,7.25,2163.5,2156.25,0.1206896551724138,-0.8793103448275862,-0.4310344827586206,-0.8793103448275862,0.0,,,0.69,0.31,0.57,0.35,0.5,0.7158,0.585,0.5,0.5,0.964,0.964,0.0,0.0,0.0,0.133,0.167,0.533,1.5,2016
1476169500,2016-10-11 03:05:00,ES,OR,model_forward,long,2155.25,2159.875,2163.5,4.625,8.25,1.0,0.55,"['model_up_bias', 'model_up_bias']",session,stop,2159.875,False,2016-10,2016-10-11,OR,DXP,up,False,,Up,True,2159.875,7.25,2163.5,2156.25,0.1206896551724138,-0.8793103448275862,-0.4310344827586206,-0.8793103448275862,0.0,,,0.69,0.31,0.57,0.35,0.5,0.7158,0.585,0.5,0.5,0.964,0.964,0.0,0.0,0.0,0.133,0.167,0.533,1.5,2016
1476172800,2016-10-11 04:00:00,ES,OS,wddrb_sigma_distribution,long,2155.0,2159.875,2163.5,4.875,8.5,1.0,0.55,"['wddrb_mid_sigma', 'model_up_bias']",session,stop,2159.875,False,2016-10,2016-10-11,OS,DXP,down,False,,Up,False,2159.875,7.25,2163.5,2156.25,0.1206896551724138,-0.8793103448275862,-0.4310344827586206,-0.8793103448275862,0.0,,,0.4,0.6,0.57,0.35,0.5,0.7158,0.585,0.6777777777777778,0.6041666666666666,0.964,0.964,0.0,0.0,0.0,0.0,0.0,1.0,1.25,2016
1477612800,2016-10-27 20:00:00,ES,AR,wddrb_sigma_distribution,long,2128.0,2134.5,2142.25,6.5,14.25,1.0,0.55,"['wddrb_mid_sigma', 'model_up_bias']",session,stop,2134.5,False,2016-10,2016-10-27,AR,DX,up,False,,Up,True,2134.5,15.5,2142.25,2126.75,-0.3870967741935484,-0.7741935483870968,-0.3870967741935484,-0.7741935483870968,0.0,,,0.44,0.56,0.6438,0.3014,0.5,0.6849,0.5342,0.5,0.5,0.92,0.925,0.0,0.0,0.0,0.167,0.333,0.0,12.0,2016
1477652400,2016-10-28 07:00:00,ES,OS,wddrb_sigma_distribution,long,2128.0,2134.5,2142.25,6.5,14.25,1.0,0.55,"['wddrb_mid_sigma', 'model_up_bias']",session,stop,2134.5,False,2016-10,2016-10-28,OS,DXP,down,True,long,Down,True,2134.5,15.5,2142.25,2126.75,-0.3225806451612903,-1.1935483870967742,-0.3225806451612903,-1.1935483870967742,1.7333333333333334,0.4,1.7333333333333334,1.0,0.0,0.1094,0.8562,0.5,0.8932,0.7406,0.4055944055944055,0.1258741258741259,0.923,0.923,0.0,0.0,0.0,0.0,0.0,1.0,6.75,2016
1476196200,2016-10-11 10:30:00,ES,RS,model_forward,short,2142.5,2153.75,2132.75,11.25,9.75,0.8666666666666667,0.65,"['model_down_bias', 'model_down_bias']",session,target,2132.75,False,2016-10,2016-10-11,RS,DXP,down,False,,Down,True,2146.75,14.0,2153.75,2139.75,,,,,0.0,,,0.17,0.83,0.1534,0.8313,0.5,0.8831,0.7178,0.4415322580645161,0.605241935483871,0.369,0.709,0.0,0.0,0.0,0.0,0.0,1.0,1.25,2016
1476664200,2016-10-16 20:30:00,ES,AS,cluster_rejection_fade,short,2123.25,2134.875,2118.125,11.625,5.125,0.4408602150537634,0.7000000000000001,"['rejection_bias', 'cluster_confluence', 'model_down_bias', 'cluster_near_darkpool']",session,target,2118.125,False,2016-10,2016-10-16,AS,DXP,up,False,,Up,True,2134.875,16.75,2143.25,2126.5,-0.3656716417910448,-0.9776119402985076,-0.3656716417910448,-0.9776119402985076,0.0,,,1.0,0.0,0.6877,0.2402,0.5,0.7508,0.6687,0.5,0.5,0.889,0.99,0.0,0.0,0.0,0.0,0.0,1.0,0.25,2016
1475674200,2016-10-05 09:30:00,ES,RR,wddrb_sigma_distribution,long,2151.5,2149.5,2152.25,2.0,0.75,0.375,0.55,"['wddrb_mid_sigma', 'model_up_bias']",session,target,2152.25,False,2016-10,2016-10-05,RR,UXP,up,False,,,,2151.25,2.0,2152.25,2150.25,,,,,0.0,,,0.52,0.48,0.7475,0.2444,0.5,0.8033,0.6862,0.4571428571428571,0.3714285714285714,0.185,0.153,0.25,0.25,0.25,0.0,0.0,0.0,2.75,2016
1476172800,2016-10-11 04:00:00,ES,OS,model_forward,short,2155.0,2163.5,2152.625,8.5,2.375,0.2794117647058823,0.65,"['model_down_bias', 'model_down_bias']",session,target,2152.625,False,2016-10,2016-10-11,OS,DXP,down,False,,Up,False,2159.875,7.25,2163.5,2156.25,0.1206896551724138,-0.8793103448275862,-0.4310344827586206,-0.8793103448275862,0.0,,,0.4,0.6,0.57,0.35,0.5,0.7158,0.585,0.6777777777777778,0.6041666666666666,0.964,0.964,0.0,0.0,0.0,0.0,0.0,1.0,1.25,2016
1475625600,2016-10-04 20:00:00,ES,AR,range_post_break_pullback,short,2142.25,2145.0,2141.5,2.75,0.75,0.2727272727272727,0.55,"['pullback_first_low', 'post_break', 'model_down_bias']",session,target,2141.5,False,2016-10,2016-10-04,AR,DXP,down,False,,Down,True,2147.125,22.25,2158.25,2136.0,-0.0842696629213483,-0.2528089887640449,,,0.0,,,0.29,0.71,0.2655,0.6608,0.5,0.7073,0.5994,0.5,0.5,0.886,0.936,0.0,0.0,0.0,0.013,0.221,0.753,5.5,2016
1476664200,2016-10-16 20:30:00,ES,AS,model_forward,short,2123.25,2143.25,2118.125,20.0,5.125,0.25625,0.7000000000000001,"['model_down_bias', 'model_down_bias', 'cluster_near_darkpool']",session,target,2118.125,False,2016-10,2016-10-16,AS,DXP,up,False,,Up,True,2134.875,16.75,2143.25,2126.5,-0.3656716417910448,-0.9776119402985076,-0.3656716417910448,-0.9776119402985076,0.0,,,1.0,0.0,0.6877,0.2402,0.5,0.7508,0.6687,0.5,0.5,0.889,0.99,0.0,0.0,0.0,0.0,0.0,1.0,0.25,2016
